Era	Name	Notes (Join the Discord if we missed anything)	Length	Release Date	Type	Streaming	Link(s)
Donda 2	Vory - Daylight (feat. Kanye West) (prod. Ojivolta, Kanye West, 88-Keys & E.VAX) (Sunrays)	Track 2 from Vory's 2022 album Lost Souls. Also released as the second single for the album on May 31, 2022. Written by Brian Holland, Edward J. Holland, Herbert Dozier, Mark Williams, Raul Cubina, Richard Wylie & Tavoris Hollins. Samples "You're Gonna Need Me" by Dionne Warwick.	3:25	May 31, 2022	Feature	Yes	https://open.spotify.com/track/3kGsxgkoc8uzvInPBx0IIU?si=6c6dc22bf2bf4aad
Donda 2	Consequence - Blood Stain (prod. Ojivolta, Kanye West & Pharrell Williams)	Released as a single on June 10th, 2022. Also track 3 from Consequence's 2024 album Nice Doing Business with You. Written by Consequence.	2:26	Jun 10, 2022	Production	Yes	https://open.spotify.com/track/4niubt5uiQ5ZeoFKjt96Rt?si=5d05ff8ae5df4b6e
Donda 2	Cardi B - Hot Shit (feat. Kanye West & Lil Durk) (prod. Tay Keith & BanBwoi)	Released as the lead single to Cardi B's upcoming album on July 1st, 2022. On the same day, Cardi B also released the official instrumental for the song on streaming services. Written by Belcalis Marlenis Almánzar, Brytavious Chambers, Durk Derrick Banks, Jorden Thorpe, Kanye West, Marquell Ushon Jones, and Neville Livingston. Samples the song "Electric Boogie" by Marcia Griffiths.	3:31	Jul 1, 2022	Feature	Yes	https://open.spotify.com/track/3uJFmluXzYedoJcvhpC1AW?si=8eb0672e45394a2b
Donda 2	Maverick City Music - Exodus  (feat. Kirk Franklin)	Track 14 from Kingdom Book One. Was also released as a single. Written by Kanye West and Kirk Franklin.	3:00	Jul 1, 2022	Other	Yes	https://open.spotify.com/track/1nbFfUotkjhYnK9CYenld3?si=92b770fa2b2d4de5
Donda 2	The Game - Fortunate (feat. Kanye West, Dreezy, and CHILLER) (prod. Timbaland & Tobias Wincorn) (Windpipe)	Track 17 from The Game's 2022 album DRILLMATIC Heart vs. Mind. Written by Jayceon Terrell Taylor, Kanye West, and Seandrea Sledge. Samples and interpolates the song "BILLIE EILISH." by Armani White.	3:55	Aug 12, 2022	Feature	Yes	https://open.spotify.com/track/1w3CY37sZRF124apyxxzH2?si=799c4b485f8e403d
Donda 2	DJ Khaled - USE THIS GOSPEL (REMIX) (feat. Kanye West, Eminem & Sunday Service Choir) (prod. Dr. Dre, The ICU, Timbaland, Federico Vindver & Angel López)	Track 3 from DJ Khaled's 2022 album GOD DID. Written by A. Young, B. Edwards, Jr., D. Abernathy Jr, D. Parker, E. Griggs, K. West, M. Mathers & T. Lawrence Jr.. Remix of the song "Use This Gospel" by Kanye West.	3:43	Aug 26, 2022	Feature	Yes	https://open.spotify.com/track/2u5jKAjyvyEDmsWTtfQzNf?si=d885af8c9b774540
Donda 2	Too Easy [V2] (prod. Dem Jointz & Beach House)	Updated version of "Too Easy" that slightly changes the vocal effects. Unknown when it was updated.	2:58		Album Track	No	https://pillows.su/f/d11bcd89571f3bf7a0330512c280a471
Donda 2	Security [V3] (prod. Lenny Wee, Digital Nas & MIKE DEAN)	Updated version of "Security" that contains an alternate mix and delay on all vocals. This may be an alternate version of the "NO DELAY" file or a later version all together, due to the alternate mix and delay on all vocals. Unknown when it was updated.	2:16		Album Track	No	https://pillows.su/f/26e432a7977b33304f3fad6a4e6825cf
1 Album Track(s) 1 Single(s) 6 Feature(s) 3 Production 5 Other	YEBU (Ye 3)	OG Filename: - dis bitch dat hoe - (OV HOOK ) - JJ Hk Reference track from Juicy J, who, according to Luit, helped Ty rewrite the hook. Original snippet leaked November 15th, 2024, with a longer snippet leaking December 22nd, 2024. Leaked after a successful Soakbuy.		Mar 19, 2023	45652		
YEBU	Albe Back - Evangelica	More developed version of the reference track released on Albe Back's 2022 album Apple Z.	2:04	Oct 13, 2022	Other	No	https://soundcloud.com/albe-back/evangelica-1
YEBU	Albe Back - God Put Me There	More developed version of the reference track released on Albe Back's 2022 album Apple Z.	2:08	Oct 13, 2022	Other	No	https://soundcloud.com/albe-back/010-god-put-me-here
YEBU	Sean Leon - BURN EVERYTHING [V1] (feat. Kanye West & SYRA) (prod. Bijan Amir & John Cunningham) (FINALE, 777, LEGEND)	Released as a single on November 18th, 2022. Written by Sean Leon, Kanye West, Bijan Amir & John Cunningham. SYRA sings the "legend" adlib.	2:49	Nov 17, 2022	Feature	Yes	https://open.spotify.com/track/3Bcphu5Gi1NdhMKAwx2yIj?si=56c39197fc274902
YEBU	Flowers [V2] (prod. Digital Nas, Ojivolta & Twisco) (Fuck Flowers)	Updated version of "Flowers" from November 21, 2022 that removes the sample of the person saying "Set me free." Likely updated by the company Kano to avoid a lawsuit.	2:48	Nov 21, 2022	Album Track	No	https://pillows.su/f/eb99aad5f58d1e8b42b37b7f39d313e1
YEBU	Someday We'll All Be Free (prod. John Cunningham) (Censori Overload)	Released exclusively on Alex Jones' InfoWars website following Kanye's infamous interview in which he said he "liked Hitler." Supposedly about Kanye's then-fiancé breaking up with him over text after the interview. Samples the song "Someday We'll All Be Free" by Donny Hathaway. On Clubhouse, Kanye said he couldn't clear the sample, and therefore it is unlikely it will see a streaming release.	2:04	Dec 7, 2022	Single	No	https://pillows.su/f/31a2623e5b433244e0179861e037f4e2
YEBU	Sean Leon - BURN EVERYTHING [V2] (feat. Kanye West & SYRA) (prod. Bijan Amir & John Cunningham) (FINALE, 777, LEGEND)	Track 8 on HERD IMMUNITY 1.0. Has an updated mix.	2:47	Dec 7, 2022	Feature	Yes	https://open.spotify.com/track/1ZLME4ZLJTdptjVeewKFyv?si=19d591515ac746f6
YEBU	Consequence - Blood Stain 2 (feat. Amerie & Rick Ross) (prod. Ojivolta, Kanye West & Pharrell Williams)	Released as a single on March 2nd, 2023. Written by Consequence, Amerie & Rick Ross. Released on YouTube, but taken down shortly afterward without explaination. The outro features part of the instrumental used by Steven Malcolm's "Heavenly Father", which was produced by BoogzDaBeast and FnZ, though this seems to not be a direct sample as it's a bit different. Is only available on Apple Music, not Spotify.	3:21	Mar 2, 2023	Production	Yes	https://music.apple.com/ca/album/blood-stain-2-single/1677723815  https://pillows.su/f/78acee667b7d7f4effa9846e24cc7169 
YEBU	Fivio Foreign - Concussion (feat. Kanye West) (prod. Albe Back & AyoAA)	Released on YouTube by Fivio on May 31st, 2023 as part of his Without Warning mixtape. Produced by Albe Back and AyoAA.	2:57	May 31, 2023	Feature	No	https://youtu.be/Pq-G1ttgSdM
YEBU	Sean Leon - The Glade (feat. Daniel Caesar) (prod. Ace G & S1) (Ashes, Beauty From The Ashes, Beauty To The Ashes, Up From The Ashes)	Released as a single on June 23rd, 2023. Written by Sean Leon, Daniel Caesar, Ace G & S1.	3:42	Jun 23, 2023	Other	Yes	https://open.spotify.com/track/4tEeJe0AS4TbihaokDG6hG?si=f6f1f51e3f3d4fa4
YEBU	Travis Scott - THANK GOD (feat. KayCyy) (prod. Travis Scott, Kanye West, Allen Ritter, BoogzDaBeast, WondaGurl & FnZ) (Thank God I Breathe)	Released as track 2 on UTOPIA. Written by Jacques Webster, Mark Mbogo, Kanye West, Allen Ritter, Michael Mule, Issac de Boni, Ebony Oshunrinde, and Jahmal Gwin.	3:04	Jul 28, 2023	Production	Yes	https://open.spotify.com/track/1PH2MDbcBAU094DlgTIND1?si=8f45dca4242a47e1
YEBU	Travis Scott - GOD'S COUNTRY (prod. 30 Roc, Dez Wright & ZenTachi)	Released as track 5 on UTOPIA. Written by Jacques Webster, Kanye West, Samuel Gloade, and Dylan Cleary-Krell.	2:07	Jul 28, 2023	Other	Yes	https://open.spotify.com/track/04WxWo7XeVyx22xEsrWRUb?si=46713cc30f704138
YEBU	Travis Scott - DELRESTO (ECHOES) (feat. Beyoncé & Bon Iver) (prod. Travis Scott, Hit-Boy, Allen Ritter, James Blake, MIKE DEAN & Beyoncé)	Released as track 9 on UTOPIA, and as a single the same day. Written by Travis Scott, MIKE DEAN, Allen Ritter, Beyoncé, James Blake, Hit-Boy & Justin Vernon.	4:34	Jul 28, 2023	Other	Yes	https://open.spotify.com/track/0OEe83mMZ5kaNw5uZQ7ilG?si=943b95bcbbe94600
YEBU	Travis Scott - TELEKINESIS (feat. Future & SZA) (prod. Travis Scott, BoogzDaBeast, Wallis Lane, Kanye West, Jahaan Sweet, Nabeyin & Hudson Mohawke) (Future Of Sound, Future Sounds, Future Bounce, Ultrasounds)	Released as track 18 on UTOPIA. Written by Jacques Webster, Navaydius Wilburn, Solana Rowe, Jahmal Gwin, Kanye West, Jahaan Sweet, Nima Jahanbin, Paimon Jahanbin, Edgar Panford, and Victory Boyd.	5:53	Jul 28, 2023	Production	Yes	https://open.spotify.com/track/1i9lZvlaDdWDPyXEE95aiq?si=a9aaa6efbd2540ef
YEBU	Albe Back - Concussion (feat. Kanye West & Fivio Foreign) (prod. Albe Back & AyoAA)	Released as a single for Albe Back's album Dying Near A Charger on Instagram.	4:16	Sep 6, 2023	Feature	No	https://pillows.su/f/232af2b3958b11272e7ada45b46c095b
YEBU	Albe Back - Israel [V1] (feat. Kanye West) (Trinity 205)	Track 5 from Albe Back's album Dying Near A Charger. In the SoundCloud release of the full album, this song starts at 12:40 and ends at 15:43. Was recorded in the same session as "Concussion". Samples "Immagini" by Le Orme.	3:03	Sep 10, 2023	Feature	No	https://pillows.su/f/ae21a654b570edb834ee61b23d53c0aa https://on.soundcloud.com/vaHgR
YEBU	Sean Leon - OXYGEN (feat. Kanye West) (prod. Sean Leon, Kanye West, Ojivolta, Chris K, Aaron Paris & Leonardo Dessi) (Sci Fi, Dawn, Oxygen or Wifi, Sci Fi Wi Fi, Sci-Fi)	Track 11 from Sean Leon's album IN LOVING MEMORY. The final version of the Donda 2 track "Sci Fi".	3:34	Dec 1, 2023	Feature	Yes	https://open.spotify.com/track/1UEJwCZPz7h6JmXnjKfssM?si=6c8381d4a2ae4d10
16 Album Track(s) 11 Single(s) 0 Feature(s) 0 Production 0 Other	VULTURES 1 (Collaboration with Ty Dolla $ign as ¥$) (Vultures)	OG Filename: EVERYTHING 11.1.23 Ant Clemons reference track for the "Once Again" part of the song. First previewed on his Instagram. Has a completely different instrumental compared to later versions.		Nov 1, 2023	Feb 7, 2024		
VULTURES 1	Vultures [V1] (feat. Bump J & Lil Durk) (prod. Kanye West, Ty Dolla $ign, Ambezza, Gustave Rudman, Ojivolta & Chordz)	OG Filename: ¥$ feat. Lil Durk x Bump J - Vultures (dirty) First previewed in a recording from a hotel, and later was previewed in full on Power 92, then posted in full uncensored by Andrew Barber and appeared on Tidal and Amazon Music before being removed from both streaming services. Has the extra Bump J adlib and worse mixing.	4:36	Nov 17, 2023	Single	No	https://pillows.su/f/d8627c4ea4e455c80f5e2a30b43ff30f
VULTURES 1	Vultures [V2] (feat. Bump J) (prod. Kanye West, Ty Dolla $ign, Ambezza, Gustave Rudman, Ojivolta & Chordz)	Released as a single by Kanye West & Ty Dolla $ign.	3:57	Nov 1, 2023	Single	Yes	https://open.spotify.com/album/4BdfszFenZ1eMrISGvourZ?si=DLgDNBrKT9SNr4DpMbRWPg
VULTURES 1	Vultures [V3] (feat. Bump J & Lil Durk) (prod. Kanye West, Ty Dolla $ign, Ambezza, Gustave Rudman, Ojivolta & Chordz)	Released as a single by Kanye West & Ty Dolla $ign. Now features a Lil Durk verse which was previously removed.	4:36	Nov 2, 2023	Single	Yes	https://open.spotify.com/album/2mT5CGX436a2WbCUMuR20Y?si=PZojPY7sSFmgwWxWt4PiPg
VULTURES 1	TALKING [V1] (feat. North West & James Blake) (prod. Kanye West, DJ Camper, James Blake, Edsclusive, Swizz Beatz & No I.D.) (TALKING / ONCE AGAIN)	OG Filename: VULT MV YexRaf Feb5 FINAL Released as a single. Features appearances from North West and Ty Dolla $ign's daughter. Released on Instagram, TikTok (then removed shortly after), YouTube, and then all major streaming platforms. Track 4 on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Written by Kanye West, Tyrone Griffin Jr., Anthony Clemons Jr., Darhyl Camper Jr., Dominic Maker, Edward Davadi, James B. Litherland, Kasseem D. Dean, North West, Quentin Miller & Shawntoni A. Nichols. Samples "You Don't Want No Problems, You Just Talk Like You Do!"	3:06	Feb 7, 2024	Single	Yes	https://open.spotify.com/track/6J4rRj2uVfziGMyfrPEPLo?si=3bdbd3e980364c22
VULTURES 1	TALKING [V2] (feat. North West) (prod. Kanye West, DJ Camper, James Blake, Edsclusive, Swizz Beatz & No I.D.) (TALKING / ONCE AGAIN)	Version shortly uploaded on TikTok and removed swiftly. Different voice replaces James Blake on the song and has notable production differences, and does not contain the "Once Again" section of the song.	1:25	Feb 7, 2024	Single	No	https://pillows.su/f/8846543f78d40da67c9c62850592e708
VULTURES 1	Vultures - Havoc Version (feat. Lil Durk & Bump J) (prod. Havoc & The Legendary Traxster)	Remix for the track "Vultures" done by Havoc and posted by Kanye on his Instagram. The Bump J extra adlib was on the non-streaming version, but re-added just for this version. The music video is entirely AI generated and produced by Jon Rafman.	4:24	Feb 8, 2024	Single	Yes	https://open.spotify.com/track/1AmRnoLEaq7E38IlFDjQRl?si=59b7f116e1674c33
VULTURES 1	Vultures [V4] (feat. Bump J & Lil Durk) (prod. Kanye West, Ty Dolla $ign, Ambezza, Gustave Rudman, Ojivolta & Chordz)	Similar to release with Bump J & Lil Durk, but features the extra Bump J adlib, no tag at the intro, a shorter and more uptempo outro and Kanye's 'Perfect!' tag at the end of the song. Circular music video version of the song.	4:24	Feb 8, 2024	Single	No	https://pillows.su/f/8e75ce41e3e4ce46a3df3ebce995bdcd
VULTURES 1	STARS (feat. The Hooligans) (prod. Kanye West, FnZ, SHDØW, Digital Nas, JPEGMAFIA, DJ Camper, The Legendary Traxster & Ojivolta)	Track 1 on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Written by Kanye West, Tyrone Griffin Jr., Michael Mulé, Isaac De Boni, Samuel C. Lindley, Barrington D. Hendricks, Darhyl Camper Jr., Billy Ray Schlag, Lucien Parker, Quentin Miller, FnZ, The Legendary Traxster, JPEGMAFIA, Camper & Aver Ray. Samples "Good Luck" by Dijion. Interpolates the song "Junya pt 2" by Kanye West, Ty Dolla $ign & Playboi Carti.	1:55	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/347AQK5Lyhn6RvB8tBGYxt?si=82d5e721bad149cf
VULTURES 1	KEYS TO MY LIFE (feat. India Love) (prod. Kanye West, Timbaland, Hubi, SHDØW, Vinnyforgood, VEYIS & The Legendary Traxster) (TIMBO FREESTYLE)	Track 2 on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Written by Kanye West, Tyrone Griffin Jr., Cydel C. Young, Hubert E. Polinski, Konrad Żyrek, Samuel C. Lindley, Tim Mosley, Veyis-Can Urun & Vincent Vendi. Samples the songs "Slow Down" by Brand Nubian and "Can It Be All So Simple" by Wu Tang Clan.	2:54	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/7hVb3OyFkgxDgpTdrOX6dT?si=e55e91efefc7437a
VULTURES 1	PAID (feat. K-Ci) (prod. Kanye West, Stryv, Wax Motif, Chrishan, KAYTRANADA, The Legendary Traxster & Anthony Kilhoffer)	Track 3 on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Written by Kanye West, Tyrone Griffin Jr., Chrishan, Anthony Kilhofer, Cedric R. Hailey, Christopher C. Dotson, Hamid Bashir, Louis K. Celestin & Samuel C. Lindley. Samples the songs "Brighter Days" by Cajmere, "Get On Up" by Jodeci and a Marshawn Lynch interview. Interpolates the song "Roxanne" by The Police.	3:15	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/2y4ZR0BUAVePljHSsZyIgj?si=9ea376c2c5914208
VULTURES 1	BACK TO ME (feat. Freddie Gibbs & Quavo) (prod. Kanye West, Ty Dolla $ign, 88-Keys, Wax Motif, AyoAA, Feez, Nic Nac, James Alex Hau, Anthony Kilhoffer, MIKE DEAN & Digital Nas)  (BACK 2 ME)	Track 5 on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Written by Kanye West, Tyrone Griffin Jr., Nic Nac, Aswad Asif, Charles M. Njapa, Daniel Kin J. Chien, Frederick Tipton, James A. Hau, Mike Dean, Nicholas M. Balding, Sasha Hashemi & Zachary R. Frenes. Samples the songs "Rock Box" by Run-DMC, "Comin' from All Ends" by The New Birth and the Dogma movie.	4:55	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/1icgLGTpX2fQXKRe4D7w2b?si=c5a52ce575704bb3
VULTURES 1	HOODRAT (prod. Kanye West, 88-Keys, Camper & Ty Dolla $ign) (Hood Rat)	Track 6 on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Written by Kanye West, Tyrone Griffin Jr., Charles M. Njapa, Darhyl Camper Jr., Malik Y. Jones & Robert G. Booker. Samples a Mike Tyson interview at the end.	3:42	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/1eThXFmkENeSkdeLO8S86F?si=4a2860b33a9c45b4
VULTURES 1	DO IT (feat. YG & Nipsey Hussle) (prod. Kanye West, Mustard, Wheezy, Chrishan, CuBeatz, LukasBL, DTP, The Legendary Traxster & JPEGMAFIA)	Track 7 on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Written by Kanye West, Tyrone Griffin Jr., Chrishan, Alexander West, Billy Ray Schlag, Darhyl Camper Jr., Denis Raab, Dijon I. McFarlane, Ermias J. Asghedom, Keenon Dequan R. Jackson, Kevin Gomringer, Lukas Benjamin Leth Kroll, Samuel C. Lindley, Supreme Williams & Tom Gomringer. Samples the songs "Back That Ass Up" by Juvenile and "I Just Wanna Know" by Nipsey Hussle.	3:45	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/2iGvsJuc2mC4mDVOVMNAP6?si=5f6a59b1d3b247c6
VULTURES 1	PAPERWORK (feat. Quavo) (prod. Kanye West, Digital Nas, The Legendary Traxster, 88-Keys & Swizz Beatz)	Track 8 on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Written by Kanye West, Tyrone Griffin Jr., Aderli Ramirez Oviedo, Bruno Gioia Martins Funke Da Costa, Charles M. Njapa, Kasseem D. Dean, Leonardo Felipe Yasmil Garces, Nasir H. Pemberton, Quavious Keyate Marshall, Samuel C. Lindley & Victor Hugo Maciel dos Santos. Samples the song "FAZ O MACETE 3.0" by DJ Vitinho Beat.	2:25	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/2yyO7EKRr7c3txi4xCXUFk?si=d184d03d928047e0
VULTURES 1	BURN (prod. Kanye West, Azul, Morten "Rissi" Ristorp, Chrishan, The Legendary Traxster & Leon Thomas III)	Track 9 on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Written by Kanye West, Tyrone Griffin Jr., Amir Stivie B, Christopher C. Dotson, John Beck, Joseph Goddard, Leon Thomas, Morten Ristorp, Samuel C. Lindley, Tyshane Thompson & Valentina Pappalardo. Samples the song "Love Me or Leave Me" by Band Of Thieves. Interpolates the song "Disco Inferno" by The Trammps.	1:51	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/04CyMEHliadfQWMUJb1w99?si=8e27e6958ce44d8b
VULTURES 1	FUK SUMN (feat. Playboi Carti & Travis Scott) (prod. Digital Nas, Timbaland, SHDØW, Hubi, Chrishan & JPEGMAFIA) (Smoking On Junt, FUKK SUMN, FUCK SUM)	Track 10 on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Written by Kanye West, Tyrone Griffin Jr., Chrishan, Barrington D. Hendricks, Christopher C. Dotson, Evan K. Hood-Atlas, Jacques B. Webster II, Jordan T. Carter, Quavious Keyate Marshall, Quentin Miller, Samuel C. Lindley & Tim Mosley. Samples the song "Smoking On A Junt" by Koopsta Knicca. Not on YouTube Music for an unknown reason.	3:29	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/5tEaVciE2GnR28aN6W9cLS?si=1087826c796b4803
VULTURES 1	VULTURES [V5] (feat. Bump J & Lil Durk) (prod. Kanye West, Ty Dolla $ign, Ambezza, Gustave Rudman, Ojivolta & Chordz)	Similar to V3, but keeps the intro tag and removes Kanye's 'Perfect!' tag. Track 11 on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1.	4:36	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/3SIRBp4RRQ2AO5H4NO7xfq?si=62320e60f2c74046
VULTURES 1	CARNIVAL [V1] (feat. The Hooligans, Rich The Kid & Playboi Carti) (prod. Kanye West, TheLabCook, The Legendary Traxster, Ojivolta, Digital Nas & Ty Dolla $ign)	Track 12 on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Was later released as a single on February 15th, 2024 with no differences to the album version to get more streams. Written by Kanye West, Tyrone Griffin Jr., Mark Williams, Raul Cubina, Dimitri Rogers, Grant Dickinson, Jordan T. Carter & Samuel C. Lindley. Samples the song "Hell Of A Life" by Kanye West.	4:24	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/3w0w2T288dec0mgeZZqoNN?si=c29cf4c230394777
VULTURES 1	BEG FORGIVENESS (feat. Chris Brown) (prod. Kanye West, London on da Track, VITALS, Digital Nas, JPEGMAFIA, SHDØW, Anthony Kilhoffer & Aver Ray)	Track 13 on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Written by Kanye West, Tyrone Griffin Jr., Barrington D. Hendricks, Faouzia Ouihya, John Beck, Joseph Goddard, Latia T. Lindley, London T. Holmes, Quentin Miller & Valentina Pappalardo. Interpolates the song "Gabriel" by Joe Goddard.	6:08	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/4ihV1wv7QmjbkLHaT9lA4s?si=7509ef76b4d84b5a
VULTURES 1	GOOD (DON'T DIE) (feat. J. Rey Soul) (prod. Kanye West, ​will.i.am, Johnny Goldstein & No I.D.) (SO GOOD)	OG Filename: 14 Good (Don't Die) Jrey Feb8th_MST Track 14 on VULTURES 1. Uncredited vocals from J. Rey Soul. Written by Kanye West, Tyrone Griffin Jr., Johnny Goldstein, Sasha Hashemi & William J. Adams Jr. Samples the song "I Feel Good" by Donna Summer. Removed on all streaming services, due to sample clearance issues.	3:19	Feb 9, 2024	Album Track	No	https://pillows.su/f/28938d29b4065e58626b4bd5799c8cd4 https://open.spotify.com/track/3Bhcq2VkdOXPTZYX7BzQt0?si=147d2bd93a5441e2
VULTURES 1	PROBLEMATIC (prod. Kanye West, 88-Keys, Chad Hugo, Camper, Slonka & Ty Dolla $ign) (Ceremony Freestyle)	Track 15, now 14, on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Written by Kanye West, Tyrone Griffin Jr., Camper, Amber D. Streeter, Charles E. Hugo, Charles M. Njapa, Denzel A. Charles & Melvin Moore. Samples the song "Jubilation" by Spooky Tooth. Interpolates the song "So Appalled" by Kanye West.	3:14	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/5GtUTcvOx52F5648wXQfc7?si=d055c011eda94e04
VULTURES 1	KING (prod. Kanye West, Lester Nowhere, Wheezy, Dez Wright, 88-Keys & JPEGMAFIA) (STILL THE KING)	Track 16, now 15, on Kanye West & Ty Dolla $ign's 2024 album VULTURES 1. Written by Kanye West, Tyrone Griffin Jr., Arturo Fratini, Barrington D. Hendricks, Charles M. Njapa, Dylan T. Clearly-Krell, Frederick Tipton & Victor Mensah. Samples the songs "Stems" by S.Maharba, "Crazy Train" by Ozzy Osbourne and "Hit It Run" by Run-DMC.	2:36	Feb 9, 2024	Album Track	Yes	https://open.spotify.com/track/01Ho3efkRrIbYnWxISj05V?si=57e6c2c918f94a32
VULTURES 1	CARNIVAL - HOOLIGANS VERSION (prod. Kanye West, TheLabCook, The Legendary Traxster, Ojivolta, Digital Nas & Ty Dolla $ign)	Released as a single and in the "CARNIVAL PACK" on 2/15/24, but the streaming services say 2/8/24. Has the intro part looped multiple times over.	4:19	Feb 15, 2024	Single	Yes	https://open.spotify.com/track/57GrsjS4DFs0Tkhlj7wqys?si=256d932ced054ade
VULTURES 1	CARNIVAL - ACAPELLA (feat. Rich The Kid & Playboi Carti)	Official acapella for "CARNIVAL". Released in the "CARNIVAL PACK" on 2/15/24, but the streaming services say 2/8/24.	4:24	Feb 15, 2024	Single	Yes	https://open.spotify.com/track/1xuCXVmtMkkCgwcfum30vF?si=09fb12eff74144e7
VULTURES 1	CARNIVAL - INSTRUMENTAL (feat. The Hooligans) (prod. Kanye West, TheLabCook, The Legendary Traxster, Ojivolta, Digital Nas & Ty Dolla $ign)	Added to "CARNIVAL PACK" on 2/16/24. Seems to be an inverted instrumental.	4:24	Feb 16, 2024	Single	Yes	https://open.spotify.com/track/2ZYmAgqtn5O9BJo9XBhIF0?si=c10b444ad83b49cb
VULTURES 1	CARNIVAL [V2] (feat. The Hooligans, Rich The Kid & Playboi Carti) (Kanye West, TheLabCook, The Legendary Traxster, Ojivolta, Digital Nas & Ty Dolla $ign)	OG Filename: CARNIVAL_YExRAFMAN_4.5 Music video version of "CARNIVAL" with better mixing and a Spanish guy screaming "Puro pinche carnival y no mamadas".	4:21	Mar 11, 2024	Album Track	No	https://pillows.su/f/a6332e256b83a5bef812a5dbac8fc999
VULTURES 1	TALKING [V3] (feat. North West) (prod. Kanye West, DJ Camper, James Blake, Edsclusive, Swizz Beatz & No I.D.) (TALKING / ONCE AGAIN)	Music video version of "Talking" released on April 30th, 2024. Has a new mix.	3:06	Apr 30, 2024	Single	No	https://www.youtube.com/watch?v=owO44MQkgX0&feature=youtu.be
71 Album Track(s) 4 Single(s) 3 Feature(s) 1 Production 0 Other	VULTURES 2 (Collaboration with Ty Dolla $ign as ¥$)	According to Rodri, FRE$H recorded a reference.					
VULTURES 2	Future & Metro Boomin - LIKE THAT (Remix) [V1] (feat. ¥$ & The Hooligans) (prod. Metro Boomin, Kanye West & The Legendary Traxster)	 OG Filename: LIKE THAT_Ye_-Traxter_W_Hooligans_... Different remix to previous, with new production, less adlibs on the Kanye verse and with Ty Dolla $ign. Future also has an alternate verse. Full recording posted by Adam22 on April 20th 2024 with Traxster later posting 1:30 of the song & then soon after then DJ Pharris premiering the song censored. Likely will be released on the rumored deluxe to We Don't Trust You & We Still Don't Trust You. Full song was posted on yeezy.com for a very short period. Was later posted on YouTube. If the Drake Kendrick beef continued, the song would've been released a week earlier to promote the release of the album. If the beef didn't continue the song was going to be released before, but still to promote VULTURES 2, like "Talking".	3:04	Apr 21, 2024	Feature	No	https://pillows.su/f/bd9c886705bc3e6a091c510cd2cfca71
VULTURES 2	LIKE THAT [V2] (feat. The Hooligans) (prod. Metro Boomin, Kanye West & The Legendary Traxster) (LIKE THAT (Remix))	Version without the Future verse, no "Perfect!" tag and no Kanye intro.	1:53	Apr 24, 2024	Single	No	https://pillows.su/f/631779205cc262dacf72a6a4af6d1eb0
VULTURES 2	Rich The Kid - Gimme A Second 2 [V1] (feat. ¥$) (prod. Kanye West, The Legendary Traxster & Digital Nas) 	Released as a single on June 21st, 2024.	2:50	Jun 21, 2024	Feature	No	https://pillows.su/f/9d79e05f3e36c733c6907c91b06e96f4
VULTURES 2	Rich The Kid - Gimme A Second 2 [V2] (feat. ¥$ & Peso Pluma) (prod. Kanye West, The Legendary Traxster & Digital Nas) 	Updated version with Peso Pluma at the end.	2:52	Jun 24, 2024	Feature	Yes	https://open.spotify.com/track/5FYHVGP9TINgbfLvzMhnVl?si=d06cf8e07e184442
VULTURES 2	Rich The Kid - Life's A Gamble [Album] (exec. prod. ¥$)	17 track album by Rich The Kid executive produced by Kanye West and Ty Dolla $ign. Has features from Peso Pluma, Offset, French Montana, Chief Keef, BIA, Young Adz, Kanye West, Ty Dolla $ign, and Quavo. Released July 19th, 2024.	39:40	Jul 19, 2024	Production	Yes	https://open.spotify.com/album/6wScYhNN09rl5Sc4XfL9ru?si=nKw67HB9ThqZjRF_Mla9Mw
