Era	Name	Notes (Join the Discord to help fix any issues + help with dead links)	File Date	Leak Date	Full Length	BPM	Available Length	Quality	Link(s)
DONDA [V1]	This Is God's Test (ref. Dem Jointz) (feat. 2 Chainz & KayCyy) (prod. Dem Jointz, BoogzDaBeast & FnZ) (God's Test, This Is Progress)	OG Filename: This Is Gods Test Included in the "50gb of Donda 2020" buy.	Oct 16, 2020	Sep 17, 2023	4:40	109	OG File	Lossless	https://pillows.su/f/13e2225c50808d75fcac6e6d2556383c
DONDA [V1]	This Is God's Test [Sample Stem] (God's Test, This Is Progress)	OG Filename: He Will Make A Way 164 BPM (Flip) Stem for the sample of "God's Test".	Nov 18, 2019		0:58	164	OG File	Lossless	https://pillows.su/f/c581a48083e9b82855ae070d758994ca
DONDA [V1]	Welcome To My Life (feat. Ty Dolla $ign) (prod. RxD)	OG Filename: Welcome To My Life Included in the "50gb of Donda 2020" buy.	Sep 15, 2020	Sep 17, 2023	4:12	156	OG File	CD Quality	https://pillows.su/f/b030b6c74d6c2e04b70d01573943f078
DONDA [V1]	Welcome To My Life (feat. Ty Dolla $ign) (prod. RxD)	OG Filename: Welcome To My Life (156.35 BPM) Included in the "50gb of Donda 2020" buy.	Sep 16, 2020	Sep 17, 2023	3:59	156.35	OG File	Lossless	https://pillows.su/f/3363037a4cb9d9da9a151c95049ba08a
DONDA [V1]	Welcome To My Life (feat. Ty Dolla $ign) (prod. RxD)	OG Filename: Welcome To My Life V2 Stems for the finished version of "Welcome To My Life". Included in the "50gb of Donda 2020" buy.	Dec 22, 2020	Sep 17, 2023	3:45	156	OG File	Lossless	https://pillows.su/f/223635b6e717c96c61e5a5f30187a076
DONDA [V1]	What Has America Done 4 Me (ref. Dem Jointz) (prod. Dem Jointz, Ronny J, BoogzDaBeast & FnZ) (America, What Has America Done For Me, What Has America Done, City Of Lost Angels, What Have America Done For You)	OG Filename: What have america done for me RJ YE 119  FINAL STEMS Full Beat Stems for the Ronny J version of "What Has America Done 4 Me".	Nov 24, 2020		2:21	119	OG File	Lossless	https://pillows.su/f/de3ef22f767308b4c8fd38aef603f4d9
DONDA [V1]	SAINt JHN - Smack DVD (ref. Dem Jointz) (feat. Kanye West) (prod. Dem Jointz, Ronny J & ​shadyboy)	OG Filename: Smack DVD 157 BPM Included in the "50gb of Donda 2020" buy.	Jun 29, 2020	Sep 17, 2023	3:24	157	OG File	Lossless	https://pillows.su/f/51475d668421e6d23f11e8fdf8213984
DONDA [V1]	SAINt JHN - Smack DVD (ref. Dem Jointz) (feat. Kanye West) (prod. Dem Jointz, Ronny J & ​shadyboy)	OG Filename: Smack DVD V1 157 BPM Included in the "50gb of Donda 2020" buy.	Sep 8, 2020	Sep 17, 2023	3:23	157	OG File	Lossless	https://pillows.su/f/4b1e1d6ba96346dc9eef5db25e659890
DONDA [V1]	SAINt JHN - Smack DVD (ref. Dem Jointz) (feat. Kanye West) (prod. Dem Jointz, Ronny J & ​shadyboy)	OG Filename: Smack DVD V2 157 BPM Included in the "50gb of Donda 2020" buy.	Sep 9, 2020	Sep 17, 2023	3:23	157	OG File	Lossless	https://pillows.su/f/27ff10e1165a5e577dc9f4ba2fe1b3b1
DONDA [V1]	Playboi Carti - Go2DaMoon (feat. Kanye West) (prod. BoogzDaBeast & FnZ)	OG Filename: Go 2 Moon 147 BPM STEMS Full Stems for "Go2DaMoon". Vocals are AI extracted and the stems are not similar to release.	Dec 21, 2020		2:13	147	OG File	Lossless	https://pillows.su/f/afc7bca6bcf4946313d9451fe3edb17d
DONDA [V1]	Playboi Carti - Go2DaMoon [Sample] (feat. Kanye West)	OG Filename: Go 2 Moon Sample Replay 147 BPM Sample replay for "Go2DaMoon".	Dec 21, 2020		2:12	147	OG File	Lossless	https://pillows.su/f/3b4df1f99cb4ca914da3dd579dbcb4e5
DONDA [V1]	Playboi Carti - Go2DaMoon [Sample] (feat. Kanye West)	OG Filename: - Go2DaMoon Replay Sample replay for "Go2DaMoon", different from the one above. Made 2021-01-05.	Jan 5, 2021		1:59	147	OG File	Lossless	https://pillows.su/f/07c02d76f41b2580e19eff5613e7306d
	Acapellas								
DONDA [V1]	Believe What I Say [Sunday Service Vocal Stem] (feat. Sunday Service)	OG Filename: Believe What I Say - FV choir edit 100bpm Acapella for the Sunday Service's vocals for "Believe What I Say". Slightly earlier version with less vocals.	Nov 7, 2020		3:50	100	OG File	Lossless	https://pillows.su/f/a639c4cd27532afc5abe93fb3eafcc89
DONDA [V1]	Believe What I Say [Sunday Service Vocal Stem] (feat. Sunday Service)	OG Filename: Believe What I Say - SS choir FV choir edit V2 100bpm Acapella for the Sunday Service's vocals for "Believe What I Say". Later version with more vocals.	Nov 9, 2020		3:22	100	OG File	Lossless	https://pillows.su/f/9de77fa7ffddda996f87a319085c0905
DONDA [V1]	Feel A Way (ref. Dem Jointz) (Wavy)	OG Filename: Feel A Way - 08.25.20 Ye Freestyle (RX Acapella) Acapella for an early version of "Feel A Way". AI extracted for some reason.	Aug 25, 2020		3:37	150	OG File	Lossless	https://pillows.su/f/3722ae8856dc2afce367683ed65f2033
DONDA [V1]	I Feel Terrific	OG Filename: EVAN acapella chop.01-St Acapella for "I Feel Terrific". Contains a long period of silence at the end.	Jul 31, 2020		3:35	108	OG File	Lossless	https://pillows.su/f/576d37709654eb8cff381e64acd46ec9
DONDA [V1]	In God's Country [Common Vocal Stem] [Dry Acapella] (feat. Common)	Acapella for the full Common "In God's Country" verse without effects.			1:35	83	OG File	Lossless	https://pillows.su/f/3eca638a99fd93a6d4b99dbb86ede4b1
DONDA [V1]	In God's Country [Common Vocal Stem] [Wet Acapella] (feat. Common)	Acapella for the full Common "In God's Country" verse with effects.			1:35	83	OG File	Lossless	https://pillows.su/f/fd3ab39a8a2aa50b5996bace2440a11f
DONDA [V1]	Keep My Spirit Alive [Kanye Vocal Stem] (ref. Dem Jointz) (Keep Our Spirit Alive)	Unmixed acapella for Kanye's full verse on "Keep My Spirit Alive"			7:24	83	OG File	Lossless	https://pillows.su/f/17c661a2dcf6d9add54f2418cf77a25b
DONDA [V1]	Keep My Spirit Alive [Kanye Vocal Stem FX] (ref. Dem Jointz) (Keep Our Spirit Alive)	Stem for the effects on the "paid" and "shoulders" lines.			7:24	83	OG File	Lossless	https://pillows.su/f/b42bfe0eed581c82cd917b7612f16704
DONDA [V1]	This Is The Glory [Sunday Service Vocal Stem] (feat. Sunday Service)	OG Filename: This Is The Glory - SS choir FV Choir Lead 78.5bpm Acapella for the Sunday Service's lead vocals for "This Is The Glory".	Nov 9, 2020		0:31	78.5	OG File	Lossless	https://pillows.su/f/8ee7b545388bfc6c98cd3df3bb108b1b
	Instrumentals								
DONDA [V1]	Believe What I Say (prod. Dem Jointz, BoogzDaBeast, FnZ & Antman Wonder)	OG Filename: Believe What I Say V2 (INSTRUMENTAL) Instrumental for an early version of "Believe What I Say".	Oct 10, 2020		3:48	100	OG File	Lossless	https://pillows.su/f/d0bc01e36774481913620d2ec0fd0bb5
DONDA [V1]	Feel A Way (prod. BoogzDaBeast & FnZ) (Wavy)	OG Filename: Feel A Way V4 (Inst) 150 BPM Included in the 50gb Donda groupbuy under the filename "Instrumentals" which was dated September 26th 2020.	Sep 26, 2020	Sep 17, 2023	3:37	150	OG File	Lossless	https://pillows.su/f/9b1858e84b4b27bbccd9f1bdbb607db1
DONDA [V1]	Feel A Way (prod. BoogzDaBeast & FnZ) (Wavy)	OG Filename: Feel A Way V4 added melody (Inst) 150 BPM Included in the 50gb Donda groupbuy under the filename "Instrumentals" which was dated September 26th 2020.	Sep 26, 2020	Sep 17, 2023	3:37	150	OG File	Lossless	https://pillows.su/f/f942b533d138c7a115ff0d202697ab06
DONDA [V1]	Future Sounds (prod. BoogzDaBeast) (Future, Future Bounce, Future Of Sound, TELEKINESIS, Ultrasounds)	OG Filename: Future Sounds 83bpm - 07.18.20 For Evan Instrumental of a version of "Future Sounds" with quieter drums than the previous version. Meant for E*Vax. Partial bounces with no vocals.	Jul 31, 2020	Mar 8, 2024	2:30	83	Full	Lossless	https://pillows.su/f/d18fd041206b7a3c6dfa2a56cdd86373
DONDA [V1]	Future Sounds (prod. BoogzDaBeast & Ronny J) (Future, Future Bounce, Future Of Sound, TELEKINESIS, Ultrasounds)	OG Filename: Future Sounds RJ 83 Insturmental of a version of "Future Sounds" produced by Ronny J. Unknown if there is a version with vocals. Partial bounces with no vocals.	Aug 3, 2020	Mar 8, 2024	2:30	83	Full	Lossless	https://pillows.su/f/ea3ef0cb38384ae63b8ee15986ace8a2
DONDA [V1]	Future Sounds (prod. BoogzDaBeast) (Future Bounce, Ultrasounds, Future)	Instrumental of the leaked song "Future Sounds".		Dec 4, 2020	2:30	83	Full	High Quality	https://pillows.su/f/374c4a5fa92bfb21c8c1e8cc979d3419
DONDA [V1]	Future Sounds (prod. BoogzDaBeast) (Future Bounce, Ultrasounds, Future)	OG Filename: Future Sounds V1 (Inst) BPM 83 BPM Included in the 50gb Donda groupbuy under the filename "Instrumentals" which was dated September 26th 2020.	Sep 26, 2020	Sep 17, 2023	3:39	83	OG File	Lossless	https://pillows.su/f/46d307f7d72166708abb6c1717f5ddbe
DONDA [V1]	I Feel Terrific (prod. E.VAX, Aaron Reid, BoogzDaBeast & FnZ)	OG Filename: I Feel Terrific V1 (Inst) 108 BPM Included in the 50gb Donda groupbuy under the filename "Instrumentals" which was dated September 26th 2020.	Sep 26, 2020	Sep 17, 2023	1:39	108	OG File	Lossless	https://pillows.su/f/b825e9b58f60e2e772d517e702a22733
DONDA [V1]	Keep My Spirit Alive (prod. E.VAX, Dem Jointz, Rico Nichols & Darius Woodley) (Keep Our Spirit Alive)	OG Filename: Keep My Spirit Alive V1 (Inst) 83 BPM Included in the 50gb Donda groupbuy under the filename "Instrumentals" which was dated September 26th 2020.	Sep 26, 2020	Sep 17, 2023	6:21	83	OG File	Lossless	https://pillows.su/f/2e102f2e12becb8d200527c4ee0b673b
DONDA [V1]	Life Of The Party (prod. AllDay)	OG Filename: Life Of The Party Inst 79.7 Version of "Life Of The Party" from August 2020. Previewed in Dame Dash's YZYTV WY Documentary.	Aug 2020		3:06	79.7	OG File	CD Quality	https://pillows.su/f/2bc4ff54bd6325dd985e8a2c6411b676
DONDA [V1]	Lord I Need You (prod. E.VAX, FnZ & BoogzDaBeast) (Lord, Lord I Need You, Lord I Need You Right Now, Lord I Need You To Wrap Your Arms Around Me, Wrap Your Arms Around Me)	OG Filename: Lord I Need You V2 (Inst) BPM 166 Included in the 50gb Donda groupbuy under the filename "Instrumentals" which was dated September 26th 2020.	Sep 26, 2020	Sep 17, 2023	3:57	166	OG File	Lossless	https://pillows.su/f/2257e106fdf21ef5dafa2f5e04777866
DONDA [V1]	Made It (feat. Justin Austin)	OG Filename: Made It - 12.17.20 Justin Austin rough01 88Bpm Instrumental of Made It, notably the version that was utilized in "OPIPSY" by Lancey Foux.	Dec 17, 2020		4:27	88	OG File	Lossless	https://pillows.su/f/1a2ed1debe588b7644ad521db2febdf0
DONDA [V1]	Nah Nah Nah (prod. Kanye West & Dem Jointz)	Instrumental to "Nah Nah Nah", found on a DJ website. Contains extra melody and sample not used on the released version. 			2:58	150	Full	CD Quality	https://pillows.su/f/7b1f929e4454a2623882803fca2e7379
DONDA [V1]	Off The Grid (prod. 30 Roc, BoogzDaBeast & FnZ)	OG Filename: Off The Grid V2 (Inst) 133 BPM Included in the "50gb Donda" groupbuy under the filename "Instrumentals".	Sep 26, 2020	Sep 17, 2023	2:31	133	OG File	Lossless	https://pillows.su/f/a0b69385057e89c9c1ea9aa06cb6b6d9
DONDA [V1]	Off The Grid (prod. 30 Roc, BoogzDaBeast & FnZ)	OG Filename: Off The Grid V4 (Inst) 133 BPM Included in the "50gb Donda" groupbuy under the filename "Instrumentals".	Sep 26, 2020	Sep 17, 2023	2:28	133	OG File	Lossless	https://pillows.su/f/92dac1e0cf79e39ead44ebda32ade160
DONDA [V1]	Praise God (prod. 30 Roc, E.VAX & Zentachi) (Praise)	OG Filename: Praise God V1 (Inst) 118 BPM Included in the 50gb Donda groupbuy under the filename "Instrumentals".	Sep 26, 2020	Sep 17, 2023	2:10	118	OG File	Lossless	https://pillows.su/f/7a6b2bd203e596f72c604b5950cf068f
DONDA [V1]	Praise God (prod. 30 Roc, E.VAX & Zentachi) (Praise)	Instrumental for a 3:05 version of "Praise God".			3:05	118	OG File	CD Quality	https://pillows.su/f/de75b9b052b9cd091a5765de67a42e1e
DONDA [V1]	Sweet Jesus (feat. Sunday Service Choir & Federico Vindver) (Belt Of Truth, Jesus Sweet Jesus)	Instrumental for the November 2020 version of "Sweet Jesus." Almost identical to JESUS IS KING versions of the song.	Nov 23, 2020		1:53	83	OG File	Lossless	https://pillows.su/f/a9b225d8888280cc76b7a8bd9f2b4d0e
DONDA [V1]	Sweet Jesus (feat. Sunday Service Choir & Federico Vindver) (prod. Federico Vindver & Angel Lopez) (Belt Of Truth, Jesus Sweet Jesus)	OG Filename: Sweet Jesus V1 F+A November 2020 version of "Sweet Jesus" with new production. Snippet leaked earlier in the day of it fully leaking.		May 16, 2024	2:20	83	OG File	CD Quality	https://pillows.su/f/e3d9fc62d97b8d310d82fca5aa7543f5
DONDA [V1]	Tell The Vision (We Made It, RIP Pop Smoke)	OG Filename: Tell The Vision_bpm 72 Version of "Tell The Vision" likely from August 2020. The instrumental for this version has leaked, however the full version with vocals has not. Was previewed in Dame Dash's YZYTV WY Documentary.	Aug 2020		3:37	72	OG File	CD Quality	https://pillows.su/f/536da68f2ad2c97938a73aaf2b1aefc4
DONDA [V1]	Tell The Vision (prod. BoogzDaBeast & FnZ) (RIP Pop Smoke, Television, We Made It)	OG Filename: Tell The Vision V1 (Inst) 144 BPM Included in the "50gb Donda" groupbuy under the filename "Instrumentals".	Sep 26, 2020	Sep 17, 2023	2:53	144	OG File	Lossless	https://pillows.su/f/cfba62f34115f7f12de0ace0d257cd52
DONDA [V1]	Welcome To My Life  (prod. Rico Nichols, Darius Woodley, BoogzDaBeast & FnZ)	OG Filename: Welcome To My Life V1 (Inst) Around 156.35 BPM Included in the "50gb Donda" groupbuy under the filename "Instrumentals".	Sep 26, 2020	Sep 17, 2023	3:59	156.35	OG File	Lossless	https://pillows.su/f/2a6881f9467b6d0b97ea83ba6bd1d89a
DONDA [V1]	What Have America Done For You (America, What Has America Done For Me, What Has America Done, City Of Lost Angels, What Has America Done 4 Me)	OG Filename: What Have America Done For You V1 Version of "America" with a beat very similar to the Ronny J version of the song, but with alternate drums.	Nov 24, 2020		1:22	119	OG File	CD Quality	https://pillows.su/f/45d3698688806963ba4b90792edcb18c
DONDA [V1]	JID - Stand United (prod. Dem Jointz)	Instrumental for JID's version of "Stand United".			1:41	84	Full	CD Quality	https://pillows.su/f/2e24f3d15718ecc214c6153ee26ed2eb
DONDA [V1]	Playboi Carti - Go2DaMoon (prod. BoogzDaBeast & FnZ)	OG Filename: Go 2 Moon (INSTRUMENTAL) 147 BPM Found in the stems folder. Has the FnZ production.			2:13	147	OG File	Lossless	https://pillows.su/f/7aad596b2c15573b9decc0acef72f588
DONDA [V1]	SAINt JHN - Smack DVD (prod. Dem Jointz, Ronny J & ​shadyboy)	Instrumental of SAINt JHN's song taken from a DJ site.			2:55	152	Full	CD Quality	https://pillows.su/f/18741b09a37c8cb85fccf99dabee481d
	Donda [V2]	#REF!		#REF!	#REF!				
	Sessions								
Donda [V2]	Broke My Own Curse (prod. Jeff Bhasker)	OG Filename: 210616 Gallery - Piano Freestyles - Broke My Own Curse Session to one of ten piano freestyles. Has stems included.	Jun 16, 2021	Sep 22, 2023	3:12	91	OG File	Lossless	https://pillows.su/f/f0229630519cbccfa0811e8cef7f5729
Donda [V2]	Come To Life (prod. Jeff Bhasker)	OG Filename: 210616 Gallery - Piano Freestyles - Come To Life Session to one of ten piano freestyles. Has stems included.	Jun 16, 2021	Sep 22, 2023	11:55	120	OG File	Lossless	https://pillows.su/f/17a1040df386e46a96cac8a702d03c30 https://drive.google.com/file/d/107DN6BBd-j3Jf7nMIQSRcWJMpXgjriv-/view?usp=sharing
Donda [V2]	Cut Loose (prod. Jeff Bhasker)	OG Filename: 210616 Gallery - Piano Freestyles - Cut Loose Session to one of ten piano freestyles. Has stems included.	Jun 16, 2021	Sep 22, 2023	7:03	91	OG File	Lossless	https://pillows.su/f/0950db586d42add9ebbee0fcf455db08
Donda [V2]	Find A Way (prod. Jeff Bhasker)	OG Filename: 210616 Gallery - Piano Freestyles - Find A Way Session to one of ten piano freestyles. Has stems included.	Jun 16, 2021	Sep 22, 2023	10:15	91	OG File	Lossless	https://pillows.su/f/de8d1acd5eb8c9dd9e5d3b7f2105f78c
Donda [V2]	Goin To Jail Tonight (prod. 88-Keys & Ojivolta) (Goin To Jail, Jail, Goin 2 Jail)	OG Filename: 210513 Gallery - Goin To Jail Tonight Session for the May 2021 version of "Going To Jail".	May 13, 2021		6:14	100	OG File	Lossless	https://pillows.su/f/7ad2605ac0fb1be0fde9a273abf3b8b9
Donda [V2]	Hold Me (prod. Jeff Bhasker)	OG Filename: 210616 Gallery - Piano Freestyles - Hold Me Session to one of ten piano freestyles. Has stems included.	Jun 16, 2021	Sep 22, 2023	6:31	130	OG File	Lossless	https://pillows.su/f/c15819614230db0cce7f41b2011de5fe
Donda [V2]	I Wish You The Best (prod. Jeff Bhasker)	OG Filename: 210616 Gallery - Piano Freestyles - I Wish You The Best Session to one of ten piano freestyles. Has stems included.	Jun 16, 2021	Sep 22, 2023	2:37	142	OG File	Lossless	https://pillows.su/f/6913566ae987a874c140d267327813ac
Donda [V2]	Idea 2 Freestyle (prod. Jeff Bhasker)	OG Filename: 210616 Gallery - Piano Freestyles - Idea 2 Freestyle Session to one of ten piano freestyles. Has stems included.	Jun 16, 2021	Sep 22, 2023	2:49	91	OG File	Lossless	https://pillows.su/f/52dace65921a360fb0ce4ef8e4d562de
Donda [V2]	Jam Freestyle (prod. Jeff Bhasker)	OG Filename: 210616 Gallery - Piano Freestyles - Jam Freestyle Session to one of ten piano freestyles. Has stems included.	Jun 16, 2021	Sep 22, 2023	7:56	83	OG File	Lossless	https://pillows.su/f/5b5c53210bdfcafad65cdd3f2fe0893f
Donda [V2]	Life Of The Party (prod. 88-Keys & Ojivolta) (NASDAQ)	OG Filename: 210524 Gallery - LOTP 88 Flip Session Session for the "Life Of The Party" freestyle.	May 24, 2021		16:41	80	OG File	Lossless	https://pillows.su/f/f8c9ffddd622ac63d6e52d6f864321ff https://drive.google.com/file/d/10HkBW9537DAwL8Ft6t2thQB6Iyn3vcap/view?usp=sharing
Donda [V2]	On His Head (ref. Cailin Russo) (prod. Digital Nas) (Let Go, I Let Go)	OG Filename: 210526 Gallery - On His Head Session for "On His Head". Split into two parts, with the second part having Cailin Russo's reference.	May 26, 2021		4:34 5:13	72	OG File	Lossless	https://pillows.su/f/d34cd6cf5a78fea6e3e8211827bed024
Donda [V2]	Ops Block (ref. Cailin Russo) (prod. Digital Nas) (Remote Control, Hovercraft)	OG Filename: 210526 Gallery - Ops Block Session for "Ops Block". Bounce gets off beat about halfway through.	May 26, 2021		12:12	107	OG File	Lossless	https://pillows.su/f/c76c47ce9a3441075e79aeb1b8cf8fc2
Donda [V2]	Petals (prod. BoogzDaBeast & Ojivolta)	OG Filename: 210513 Gallery - PETALS 89 [KW x BoogzDaBeast] Session for "Petals". Samples "Petals" by Bibio.	May 13, 2021	Dec 29, 2022	4:11	89	OG File	Lossless	https://pillows.su/f/0552957adaca5e41dc8555788593ef96
Donda [V2]	Piano Freestyle (prod. Jeff Bhasker)	OG Filename: 210616 Gallery - Piano Freestyles - Piano Freestyle Session to one of ten piano freestyles. Has stems included.	Jun 16, 2021	Sep 22, 2023	8:22	81	OG File	Lossless	https://pillows.su/f/729359aae812a438f40c03b757ea47f4
Donda [V2]	South Carolina (ref. Pusha T) (feat. STALONE & Sunday Service Choir) (prod. Digital Nas) (Donda, Donda's Glory, Glory)	OG Filename: South Carolina Stems for a 2021 version of "South Carolina" Leaked after Digital Nas got his Mac hacked.		Mar 6, 2024		106	OG File	Lossless	https://pillows.su/f/57fd99b2141aad864b6223b7e6669209
Donda [V2]	We Want The Lord (feat. Jeff Bhasker) (prod. Jeff Bhasker)	OG Filename: 210616 Gallery - Piano Freestyles - We Want The Lord Session to one of ten piano freestyles. Has stems included.	Jun 16, 2021	Sep 22, 2023	6:43	90	OG File	Lossless	https://pillows.su/f/a963765cbb5291f405aa89da2d3f0f4a
Donda [V2]	Young Stoner Life, Young Thug, Gunna - Ski (Remix) (feat. Kanye West) (prod. BabyWave, Outtatown & Wheezy)	OG Filename: KW - Ski Freestyle Recorded in July 2021, and features a lot of mumble. It's unknown if a more finished version exists. Original snippet leaked October 19, 2022. No official bounce.	Jun 7, 2021	Apr 19, 2024	N/A	123	OG File	Lossless	https://pillows.su/f/522ea5207de23f92e5ddad095868c5ea
	Studio Stems								
Donda [V2]	Aye Ye Ye Ye [Drum Stem] (prod. 88-Keys) (MerryGoRound)	OG Filename: Ayyy Ye Ye Ye 88 Drums 76BPM 88-Keys drum stem for "Aye Ye Ye Ye".			0:12	76	OG File	Lossless	https://pillows.su/f/5dae60c96dc477f6325ee4c9acfc6401
Donda [V2]	Aye Ye Ye Ye [Sample Stem] (prod. Digital Nas) (MerryGoRound)	OG Filename: serengeti 60bpm Stem sample for "Aye Ye Ye Ye".			0:24	60	OG File	Lossless	https://pillows.su/f/cdbc828c98434c6fed18a8e04d3f6a01
Donda [V2]	City Of Lost Angels (ref. Dem Jointz) (prod. Digital Nas) (City Of Los Angels, Judgemental)	OG Filename: COLE Stems for the Digital Nas version of "City Of Lost Angels", included in the "Run It Up" + "City Of Lost Angels" buy. One of the stems was originally corrupted when exported, but a rerendered fixed version is also included.			3:13	139	OG File	Lossless	https://pillows.su/f/0ccfdba4cc7d2b365209246d7202bd34
Donda [V2]	City Of Lost Angels (ref. Dem Jointz) (prod. Digital Nas) (City Of Los Angels, Judgemental)	OG Filename: city of lost angels Stems for another Digital Nas version of "City Of Lost Angels". Leaked after Digital Nas got his Mac hacked.		Mar 6, 2024	3:08	139	OG File	Lossless	https://pillows.su/f/10956b608a8a185709a754f6c21c2ab3
Donda [V2]	Come To Life (prod. Ojivolta)	OG Filename: Copy of Come To Life - 210622 OxV Stems Import OG Password: goodday Stems for a "Come To Life" mumble demo zip.	Jun 6, 2021	Sep 18, 2023	5:06	120	OG File	Lossless	https://pillows.su/f/92229c6a374d9b338fa292e943c3aaa9
Donda [V2]	Come To Life (prod. Ojivolta)	OG Filename: Come To Life Gtr Stems v.2 127bpm OxV Zip for a guitar version of "Come To Life".		Sep 18, 2023	4:39	127	OG File	Lossless	https://pillows.su/f/23b312b16a6001c2d483298f9144cc7f
Donda [V2]	Don't Go Away (ref. Dem Jointz) (prod. Dem Jointz)	Stems for "Don't Go Away". Leaked as a bonus for the "Can U Be/Pressure" GB.	May 29, 2021		1:22	95	OG File	Lossless	https://pillows.su/f/cc5ce40f23a8d46979cbc49312d66bd0
Donda [V2]	Eternal Life (feat. Really Doe & Pusha T)	Stems for a June 2021 Eternal life version with Pusha T and Really Doe.	Jul 5, 2021		2:39	73	OG File	Lossless	https://pillows.su/f/248a8dbbbbd54d47b2d084ba20eaddf9
Donda [V2]	Find Out (ref. Dem Jointz) (prod. BoogzDaBeast, Dem Jointz & Ojivolta)	Stems for "Find Out".	May 29, 2021		4:54	75	OG File	Lossless	https://pillows.su/f/16d1d920741d64c06ca59762b49ece82
Donda [V2]	Friends (prod. Digital Nas & Ojivolta) (All These Friends of Mine, Hawk)	OG Filename: friends Stems for a 2021 version of "Friends". Leaked after Digital Nas got his Mac hacked.		Mar 6, 2024		140	OG File	Lossless	https://pillows.su/f/bf25973f0a3c8a390d27d42f577edf8e
Donda [V2]	Go Left (ref. Dem Jointz) (prod. Dem Jointz & BoogzDaBeast) (Clout)	Stems for the May 2021 song, "Go Left".	May 29, 2021		2:02	98	OG File	Lossless	https://pillows.su/f/4bc53b857d54341076e8725faad79b0d
Donda [V2]	God Got Me (prod. 88-Keys & Ojivolta) (God's Got Me)	Stems for the May 2021 version of "God Got Me".	May 14, 2021			85.225	OG File	Lossless	https://pillows.su/f/4fdeb1a424e0314ce617b4cecb8fe454
Donda [V2]	Goin 2 Jail (ref. Dem Jointz) (prod. Dem Jointz)	Stems for the May 2021 version of "Goin 2 Jail". Included in the "God Got Me" buy, but only leaked in the "Hybrid" buy.	May 15, 2021			100	OG File	Lossless	https://pillows.su/f/1c2e4cfe25699e3a7126e6cf5f446651 https://drive.google.com/file/d/1mFYXVtf3qTLpRhA7fSfuj99ieUkUpxPf/view?usp=drive_link
Donda [V2]	HIII WYD (ref. Dem Jointz) (feat. STALONE) (prod. BoogzDaBeast & Dem Jointz)	Stems for the May 2021 version of "HIII WYD". Included in the "God Got Me" buy, but only leaked as a part of the "Hybrid" buy.	May 29, 2021		2:17	91	OG File	Lossless	https://pillows.su/f/84c58a632447128213ce6fd3596d3df3 https://drive.google.com/file/d/1VVzsmR0_r5wy9HUQkM558idSN3uAgJqO/view?usp=sharing
Donda [V2]	Hovercrafts (feat. Cailin Russo) (prod. Digital Nas & Ojivolta) (Remote, Remote Control, Ops Block)	Stems for the May 2021 version of "Remote Control". Includes bounced files for two versions.		Oct 26, 2021	1:38	110	OG File	Lossless	https://pillows.su/f/ca8ba8f19db0d6538e89177a012995dc https://mega.nz/folder/P19h1QJC#vVua7vESK81_t7dmKwsApQ
Donda [V2]	Hovercraft (feat. Cailin Russo) (prod. Digital Nas & Ojivolta) (Remote, Remote Control, Ops Block)	OG Filename: Hovercrafts Stems OxV 107bpm Stems for a 2021 version of "Hovercraft". Leaked after Digital Nas got his Mac hacked.		Mar 6, 2024		107	OG File	Lossless	https://pillows.su/f/48c9dc114452b259cbf4804bf2236411
Donda [V2]	Hovercraft (feat. Cailin Russo) (prod. Digital Nas & Ojivolta) (Remote, Remote Control, Ops Block)	OG Filename: Hovercraft Stems Stems for a 2021 version of "Hovercraft". Leaked after Digital Nas got his Mac hacked.		Mar 6, 2024		110	OG File	Lossless	https://pillows.su/f/4f446c7ca794adb209275391433cb48c
Donda [V2]	Hybrid (ref. Dem Jointz) (prod. Dem Jointz)	Stems for "Hybrid" included in the "Hybrid" buy.	May 29, 2021		2:39	122	OG File	Lossless	https://pillows.su/f/90fc587ef0e05a108b298145ba5bf03d https://drive.google.com/file/d/18smU9UZaSO3LUXgU0wIYPxfpuxJ-lz-4/view?usp=sharing
Donda [V2]	Hype (ref. Dem Jointz) (prod. Dem Jointz & Plain Pat)	A bonus for the "Go Left" & "Hype Buy".	May 29, 2021		2:53	122	OG File	Lossless	https://pillows.su/f/fada68b752a803bf1f3667d2726ca99a
Donda [V2]	Junya (prod. Digital Nas & Ojivolta) (Godspeed, Junya Watanabe)	OG Filename: junay snare Snare Stems for a 2021 version of "Junya". Leaked after Digital Nas got his Mac hacked.		Mar 6, 2024		136	OG File	Lossless	https://pillows.su/f/43db6864e65de3a9bdad8196bdfcc15d
Donda [V2]	Junya (prod. Digital Nas & Ojivolta) (Godspeed, Junya Watanabe)	OG Filename: junya drums Drum Stems for a 2021 version of "Junya". Leaked after Digital Nas got his Mac hacked.		Mar 6, 2024		136	OG File	Lossless	https://pillows.su/f/d9ad6666bccfef5764a995a2fb276895
Donda [V2]	Junya (prod. Digital Nas & Ojivolta) (Godspeed, Junya Watanabe)	OG Filename: junya 4 Stems for a 2021 version of "Junya". Leaked after Digital Nas got his Mac hacked.		Mar 6, 2024		136	OG File	Lossless	https://pillows.su/f/17be52a7692e7a3557ef8a88d8273687
